x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,label
0.9696576595306396,0.8191435933113098,-8.778457072367019e-08,0.9605660438537598,0.795630693435669,0.009364121593534946,0.9479567408561707,0.7835630774497986,0.013062390498816967,0.9370357394218445,0.7789665460586548,0.013861390762031078,0.9283595681190491,0.7806317806243896,0.014319423586130142,0.9361118674278259,0.7717674374580383,0.011399924755096436,0.9199439287185669,0.765458345413208,0.010361921973526478,0.912219226360321,0.7704422473907471,0.00897544901818037,0.9094143509864807,0.7757561802864075,0.008349413052201271,0.929691731929779,0.7792060971260071,0.005356381181627512,0.908397376537323,0.7720620036125183,0.004614207427948713,0.9025372862815857,0.7800565361976624,0.0044283270835876465,0.9032335877418518,0.7880033850669861,0.004697098396718502,0.9250751733779907,0.7907431125640869,-0.0005683950730599463,0.9038475751876831,0.7863621115684509,-0.0006102303159423172,0.898771345615387,0.7949225306510925,-0.00016321902512572706,0.9000845551490784,0.8027699589729309,0.00020426859555300325,0.9220918416976929,0.8043192028999329,-0.0058661773800849915,0.9052234888076782,0.8019452095031738,-0.004963968880474567,0.8995535969734192,0.8063308596611023,-0.0034907886292785406,0.8989361524581909,0.8112358450889587,-0.002377410652115941,test
0.9688790440559387,0.8186387419700623,-5.0665665440874363e-08,0.9590381979942322,0.7947934865951538,0.007673539221286774,0.9459179043769836,0.782791018486023,0.009797418490052223,0.9350106716156006,0.7777681350708008,0.00941906776279211,0.925885796546936,0.7794163823127747,0.008783684112131596,0.93574458360672,0.7730693221092224,0.007885756902396679,0.9190681576728821,0.7655314207077026,0.005412380211055279,0.9097977876663208,0.7694672346115112,0.0033463905565440655,0.906134307384491,0.7759044766426086,0.002680346602573991,0.930244505405426,0.7808305025100708,0.0024844210129231215,0.9097909331321716,0.7715115547180176,0.00104701635427773,0.901882529258728,0.7777040600776672,0.0006100234459154308,0.9004943370819092,0.78640216588974,0.000889365968760103,0.9265276789665222,0.7924430966377258,-0.002790735801681876,0.9055907726287842,0.7864633202552795,-0.003757830709218979,0.899164617061615,0.7945689558982849,-0.0035820973571389914,0.8990887403488159,0.8030104637145996,-0.003090428886935115,0.924230694770813,0.8063921332359314,-0.007463950198143721,0.9067521095275879,0.8024224042892456,-0.007337750401347876,0.9008067846298218,0.8068419694900513,-0.005851365625858307,0.8998320698738098,0.8125244975090027,-0.0044045960530638695,test
0.967117428779602,0.8178446888923645,-5.4384656777983764e-08,0.9579717516899109,0.794711172580719,0.0077109793201088905,0.9453675746917725,0.782441258430481,0.009985392913222313,0.9345149993896484,0.7764334082603455,0.009720664471387863,0.9252631664276123,0.7771931290626526,0.009181562811136246,0.9345865249633789,0.7723001837730408,0.00898849219083786,0.9182592630386353,0.7673530578613281,0.007313040550798178,0.910790205001831,0.7720791697502136,0.005563586950302124,0.9086037278175354,0.7778682708740234,0.004967833403497934,0.9289997220039368,0.7803316116333008,0.0037623171228915453,0.9086849093437195,0.7730320692062378,0.0030586395878344774,0.9027833938598633,0.7798498272895813,0.0028031219262629747,0.9027125239372253,0.7875062227249146,0.0030950289219617844,0.9252389073371887,0.7920981645584106,-0.0013522552326321602,0.9043134450912476,0.7867751121520996,-0.001935799838975072,0.8992749452590942,0.7949502468109131,-0.0015533047262579203,0.9000793099403381,0.8025584816932678,-0.001018828246742487,0.9229042530059814,0.8062877058982849,-0.005848840810358524,0.9056611657142639,0.8029081225395203,-0.00549659226089716,0.9002723693847656,0.8079556822776794,-0.003865990089252591,0.8995821475982666,0.8135667443275452,-0.0023749826941639185,test
0.9677302837371826,0.8190386295318604,-5.923508084038076e-08,0.9586713910102844,0.7966028451919556,0.00769905187189579,0.9456988573074341,0.7851013541221619,0.009979085065424442,0.9349011778831482,0.7804937958717346,0.009862126782536507,0.9258890748023987,0.7827775478363037,0.009481721557676792,0.9366342425346375,0.7755156755447388,0.0075130644254386425,0.9203239679336548,0.7683022022247314,0.005301515106111765,0.9121162295341492,0.7733516693115234,0.003700507804751396,0.90986567735672,0.7795968055725098,0.003352134255692363,0.9308249354362488,0.7827128171920776,0.00226841913536191,0.9097611308097839,0.7730322480201721,0.0007800403400324285,0.9025510549545288,0.7802272439002991,0.0007125107804313302,0.9020283818244934,0.789071261882782,0.0013877397868782282,0.9267785549163818,0.7938675880432129,-0.0027914741076529026,0.9054133296012878,0.7878628373146057,-0.0038875502068549395,0.8992021679878235,0.7968992590904236,-0.0036999366711825132,0.8992879390716553,0.8054451942443848,-0.0031416481360793114,0.924248218536377,0.8075608015060425,-0.007177555467933416,0.9067938327789307,0.8040446639060974,-0.007201986387372017,0.9006438255310059,0.8095497488975525,-0.0059310514479875565,0.8991912603378296,0.8156419992446899,-0.004676008131355047,test
0.967477560043335,0.8175652027130127,-5.887581977503942e-08,0.9582523107528687,0.7953127026557922,0.007180927786976099,0.9447085857391357,0.7833157181739807,0.009159233421087265,0.9333422780036926,0.7786123752593994,0.008807552978396416,0.9240734577178955,0.7813071608543396,0.008218513801693916,0.9344965815544128,0.7729156017303467,0.007333823479712009,0.9168010950088501,0.7680980563163757,0.005038231145590544,0.9096419811248779,0.7745860815048218,0.0030740825459361076,0.9083170294761658,0.781316339969635,0.002505345968529582,0.9292187094688416,0.7808986306190491,0.002249283017590642,0.9080477952957153,0.7734887003898621,0.000954528630245477,0.9016389846801758,0.7818086743354797,0.0006127330707386136,0.9017895460128784,0.7904813289642334,0.0010531960288062692,0.9258001446723938,0.792938232421875,-0.002667778404429555,0.9043084979057312,0.7874578237533569,-0.0036267840769141912,0.8986473679542542,0.7962803244590759,-0.0033522469457238913,0.8993187546730042,0.8041421175003052,-0.002743923105299473,0.9238409399986267,0.8074440956115723,-0.006983210798352957,0.9063381552696228,0.8029900193214417,-0.0068284450098872185,0.9009089469909668,0.8084284067153931,-0.005160956177860498,0.9004415273666382,0.8146511912345886,-0.0035457368940114975,test
0.9673070311546326,0.8161858916282654,-6.15305495443863e-08,0.9570562243461609,0.7935968637466431,0.00697762006893754,0.9437780976295471,0.7823051810264587,0.008315462619066238,0.9324406981468201,0.7792148590087891,0.0073380013927817345,0.9233728051185608,0.7834395170211792,0.006152600049972534,0.9352770447731018,0.7726918458938599,0.005801049061119556,0.9165357947349548,0.7667683959007263,0.0023428502026945353,0.9081746339797974,0.7739071846008301,1.0002930139307864e-05,0.9068208932876587,0.78163743019104,-0.0005788825219497085,0.9303245544433594,0.7803952693939209,0.0005973006482236087,0.9084852933883667,0.771278977394104,-0.0017349880654364824,0.9017093181610107,0.7801822423934937,-0.0021533905528485775,0.9022051095962524,0.7894721031188965,-0.001594290602952242,0.9270777702331543,0.7919333577156067,-0.004466172307729721,0.9051556587219238,0.7858778238296509,-0.006112160626798868,0.8987699151039124,0.7955598831176758,-0.005919219460338354,0.899391233921051,0.8042148947715759,-0.005254359450191259,0.9250679016113281,0.8059238791465759,-0.008909499272704124,0.9068485498428345,0.8020815253257751,-0.009135117754340172,0.9007599949836731,0.8082266449928284,-0.0076686665415763855,0.9000361561775208,0.8150190114974976,-0.00618972210213542,test
0.967004120349884,0.8171275854110718,-6.149923592602136e-08,0.9584211707115173,0.7952132225036621,0.0076670898124575615,0.9458346962928772,0.7839820384979248,0.010112954303622246,0.9355480670928955,0.7807865738868713,0.010100824758410454,0.9270794987678528,0.7844153046607971,0.009786125272512436,0.9355658292770386,0.773642361164093,0.008436139672994614,0.9191215634346008,0.7672033905982971,0.0060585360042750835,0.9106104373931885,0.7720425724983215,0.0042087482288479805,0.9083129167556763,0.7783029079437256,0.0037380987778306007,0.9296612739562988,0.7809922695159912,0.003249283181503415,0.9093106985092163,0.7720016241073608,0.0017084137070924044,0.9025523066520691,0.7792537212371826,0.0013834997080266476,0.9024481773376465,0.7877190113067627,0.0019162445096299052,0.9255494475364685,0.7920615077018738,-0.0018547403160482645,0.9052221775054932,0.7861593961715698,-0.002880014944821596,0.8995699286460876,0.7942424416542053,-0.0028161946684122086,0.8999994397163391,0.8017551302909851,-0.002346647437661886,0.9228878021240234,0.8054359555244446,-0.0063402289524674416,0.9064605236053467,0.8032655715942383,-0.0063278041779994965,0.9009069800376892,0.8078343272209167,-0.005207936279475689,0.8998802900314331,0.8125966787338257,-0.004050016403198242,test
0.9669417142868042,0.818150520324707,-5.0576332455420925e-08,0.9573082327842712,0.7961878180503845,0.007085508666932583,0.9442270398139954,0.7850410342216492,0.008821231313049793,0.9334758520126343,0.7816950678825378,0.008306361734867096,0.9247410297393799,0.7845925092697144,0.007650001440197229,0.9373707175254822,0.776599645614624,0.006143820006400347,0.9197045564651489,0.7684527039527893,0.0026830914430320263,0.910201370716095,0.7733157277107239,0.0005443718982860446,0.9075246453285217,0.7800391316413879,0.00016390078235417604,0.9318893551826477,0.7835350632667542,0.0010784248588606715,0.910449743270874,0.7718541622161865,-0.0015722372336313128,0.9022451639175415,0.7786422371864319,-0.0019976452458649874,0.901379406452179,0.7876562476158142,-0.0012750251917168498,0.9277774095535278,0.7942613959312439,-0.003872626693919301,0.9065109491348267,0.7869415283203125,-0.005724165588617325,0.8994364738464355,0.795369565486908,-0.005652518942952156,0.8991063833236694,0.8037979006767273,-0.004925197456032038,0.9248560070991516,0.8074484467506409,-0.00817954633384943,0.9076252579689026,0.8025621771812439,-0.008532756939530373,0.9010848999023438,0.8076816201210022,-0.00731417303904891,0.899377703666687,0.8138702511787415,-0.005998910870403051,test
0.967335045337677,0.8180170059204102,-4.490337701668068e-08,0.9581029415130615,0.7958630919456482,0.007049122825264931,0.9447101354598999,0.785003662109375,0.008943937718868256,0.9339391589164734,0.783962607383728,0.008387673646211624,0.9253594279289246,0.789448082447052,0.00755421444773674,0.936341404914856,0.7759712934494019,0.00800506304949522,0.9186460971832275,0.7700437903404236,0.004903390537947416,0.9096918106079102,0.7757827639579773,0.0024213604629039764,0.9072898030281067,0.7828843593597412,0.0016605292912572622,0.9307119250297546,0.7832264304161072,0.0028012918774038553,0.9103192687034607,0.7724641561508179,0.0005168963689357042,0.9025745987892151,0.7794654369354248,-0.0004686632310040295,0.901814877986908,0.7884668111801147,-0.0002048871829174459,0.9268234968185425,0.794089674949646,-0.002411214867606759,0.9059815406799316,0.7866477966308594,-0.00399326765909791,0.8992248177528381,0.7948073744773865,-0.004350435920059681,0.8991803526878357,0.8030049800872803,-0.003935963846743107,0.92427659034729,0.8074732422828674,-0.007032012101262808,0.9071235656738281,0.8034453988075256,-0.007049603387713432,0.9009031057357788,0.8078901767730713,-0.00576334074139595,0.8996662497520447,0.813235878944397,-0.0044165258295834064,test
0.9680222272872925,0.81736159324646,-5.174381456640731e-08,0.9594485759735107,0.7963712215423584,0.008189313113689423,0.9459453821182251,0.7857909798622131,0.011063125915825367,0.9350757002830505,0.7840514779090881,0.011303047649562359,0.9264737367630005,0.7884694337844849,0.011324194259941578,0.9373855590820312,0.7758103609085083,0.010254311375319958,0.9200958609580994,0.7702794075012207,0.008563834242522717,0.9117588400840759,0.7754640579223633,0.007006486412137747,0.9093305468559265,0.7817481160163879,0.006732975132763386,0.9309230446815491,0.7826194167137146,0.00502280006185174,0.9106963872909546,0.7733671069145203,0.0043274699710309505,0.9037103652954102,0.7803507447242737,0.00413583405315876,0.9028513431549072,0.7884834408760071,0.00468403147533536,0.9259560704231262,0.7929872274398804,-0.00016978384519461542,0.9052597880363464,0.7862355709075928,-0.0006537297158502042,0.8993511199951172,0.7947105169296265,-0.0005961733404546976,0.8994526863098145,0.8030508160591125,-0.00013788398064207286,0.9221895337104797,0.8061225414276123,-0.004701557569205761,0.9058048129081726,0.8026010394096375,-0.004055607132613659,0.9003245234489441,0.8078996539115906,-0.0026055516209453344,0.8993284106254578,0.8141643404960632,-0.0012716371566057205,test
